,INSIGHT : CUSTOMER PROMOTION DATASET BASED ON LAST PURCHASE,,,,,,,,,,,,,,,,,
17092,7,237,3817.18,545.31,0.03,0.1,587.88,A,730.97,1,28-09-2010 14:27,60 CAKE CASES VINTAGE CHRISTMAS,73,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17095,4,293,1248.09,312.02,0.01,0.1,155.48,D,70.33,1,05-10-2010 09:45,SMALL LICORICE DES PINK BOWL,66,D,Low,1,WINBACK,Reactivate: 20% comeback code
17096,7,171,2737.05,391.01,0.04,0.1,584.22,A,594.58,1,21-11-2010 12:59,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",19,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17097,2,65,386.03,193.02,0.03,0.1,216.77,C,171.95,0,09-12-2010 14:55,STARS GIFT TAPE ,1,C,Medium,0,CROSS_SELL,Add complementary product recommendation
17098,3,159,591.07,197.02,0.02,0.1,135.69,D,-4.69,1,23-11-2010 12:13,DOORMAT HEARTS,17,D,Low,1,WINBACK,Reactivate: 20% comeback code
17101,3,155,885.32,295.11,0.02,0.1,208.48,C,158.86,1,10-11-2010 10:15,DOORMAT HEARTS,30,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17107,4,279,5259.99,1315.00,0.01,0.1,688.13,A,1762.66,1,07-11-2010 13:50,60 CAKE CASES VINTAGE CHRISTMAS,33,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17109,2,91,410.42,205.21,0.02,0.1,164.62,C,76.58,0.93,29-10-2010 15:56,VICTORIAN  METAL POSTCARD SPRING,42,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17110,2,89,347.40,173.70,0.02,0.1,142.47,D,35.48,0,07-07-2010 12:21,RED RETROSPOT CAKE STAND,156,D,Low,0,LIGHT_NURTURE,Low-cost email drip series
17113,6,123,2322.59,387.10,0.05,0.1,689.22,A,689.85,1,14-05-2010 13:59,DOORSTOP RETROSPOT HEART,210,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17115,4,185,1923.99,481.00,0.02,0.1,379.60,B,486.60,1,09-06-2010 11:10,REGENCY CAKESTAND 3 TIER,184,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17122,3,111,432.18,144.06,0.03,0.1,142.11,D,25.07,1,16-11-2010 14:38,ZINC METAL HEART DECORATION,24,D,Low,1,WINBACK,Reactivate: 20% comeback code
17123,2,133,631.87,315.94,0.02,0.1,173.41,C,146.62,1,26-09-2010 12:06,SMALL POPCORN HOLDER,75,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17126,4,83,1065.69,266.42,0.05,0.1,468.65,B,479.76,0.01,23-11-2010 10:27,HEART DECORATION WITH PEARLS ,17,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17127,5,306,1155.03,231.01,0.02,0.1,137.77,D,-42.85,1,07-10-2010 09:54,RED WHITE SCARF  HOT WATER BOTTLE,64,D,Low,1,WINBACK,Reactivate: 20% comeback code
17132,2,36,1272.80,636.40,0.06,0.1,1290.48,A,1148.10,0,13-09-2010 16:31,PAINTED METAL HEART WITH HOLLY BELL,88,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17133,5,154,9730.09,1946.02,0.03,0.1,2306.16,A,3212.31,1,22-08-2010 13:58,HANGING METAL STAR LANTERN,110,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17135,4,207,814.43,203.61,0.02,0.1,143.61,D,-13.00,1,03-12-2010 09:31,CHRISTMAS PUDDING TRINKET POT ,7,D,Low,1,WINBACK,Reactivate: 20% comeback code
17137,6,261,1133.63,188.94,0.02,0.1,158.53,C,-29.76,1,19-10-2010 14:51,HEART FILIGREE DOVE LARGE,52,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17138,6,283,4036.77,672.80,0.02,0.1,520.64,B,828.95,1,15-11-2010 13:15,JUMBO BAG PINK VINTAGE PAISLEY,25,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17139,13,308,8915.99,685.85,0.04,0.1,1056.60,A,1315.54,1,15-11-2010 12:19,DOORMAT ENGLISH ROSE ,25,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17141,4,266,754.33,188.58,0.02,0.1,103.51,D,-110.20,1,17-10-2010 14:54,DOORSTOP RETROSPOT HEART,54,D,Low,1,WINBACK,Reactivate: 20% comeback code
17142,3,279,704.75,234.92,0.01,0.1,92.20,D,-83.68,1,31-10-2010 14:52,LUNCH BAG SPACEBOY DESIGN ,40,D,Low,1,WINBACK,Reactivate: 20% comeback code
17143,2,98,924.11,462.06,0.02,0.1,344.18,B,444.14,1,18-10-2010 15:27,REGENCY CAKESTAND 3 TIER,53,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17145,4,145,3120.91,780.23,0.03,0.1,785.61,A,1072.78,1,15-07-2010 09:02,SET/10 PINK SPOTTY PARTY CANDLES,148,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17146,10,240,5110.46,511.05,0.04,0.1,777.22,A,861.43,1,30-09-2010 10:24,CREAM CUPID HEARTS COAT HANGER,71,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17147,5,245,1485.36,297.07,0.02,0.1,221.29,C,143.24,1,13-09-2010 10:30,RECIPE BOX PANTRY YELLOW DESIGN,88,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17150,6,357,1375.65,229.28,0.02,0.1,140.65,D,-63.57,1,28-11-2010 11:27,HEART WOODEN CHRISTMAS DECORATION,12,D,Low,1,WINBACK,Reactivate: 20% comeback code
17155,5,208,640.76,128.15,0.02,0.1,112.44,D,-96.75,1,30-06-2010 09:24,60 TEATIME FAIRY CAKE CASES,163,D,Low,1,WINBACK,Reactivate: 20% comeback code
17157,17,255,4832.90,284.29,0.07,0.1,691.77,A,660.30,1,16-08-2010 13:22,SET 7 BABUSHKA NESTING BOXES,116,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17158,2,94,713.03,356.52,0.02,0.1,276.87,C,296.17,1,10-06-2010 10:38,CHERRY CROCHET FOOD COVER,183,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17159,2,167,560.71,280.36,0.01,0.1,122.55,D,44.22,1,19-08-2010 11:48,DANISH ROSE DECORATIVE PLATE,113,D,Low,1,WINBACK,Reactivate: 20% comeback code
17160,11,361,6691.13,608.28,0.03,0.1,676.53,A,920.19,1,30-11-2010 17:43,ROCKING HORSE RED CHRISTMAS ,10,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17163,2,229,406.68,203.34,0.01,0.1,64.82,D,-133.06,1,20-09-2010 10:08,FRENCH WC SIGN BLUE METAL,81,D,Low,1,WINBACK,Reactivate: 20% comeback code
17165,5,347,1635.64,327.13,0.01,0.1,172.05,C,88.19,1,23-11-2010 13:35,TRIPLE PHOTO FRAME CORNICE ,17,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17167,3,65,867.11,289.04,0.05,0.1,486.92,B,500.01,0,25-11-2010 10:05,HOME SMALL WOOD LETTERS,15,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17170,2,14,178.68,89.34,0.14,0.1,465.84,B,1366.07,0,30-11-2010 15:55,RED GINGHAM ROSE JEWELLERY BOX,10,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17172,2,296,638.81,319.41,0.01,0.1,78.77,D,-4.85,1,05-10-2010 12:02,MODERN FLORAL STATIONERY SET,66,D,Low,1,WINBACK,Reactivate: 20% comeback code
17176,2,150,596.19,298.10,0.01,0.1,145.07,D,93.28,1,01-07-2010 12:11,COFFEE MUG CAT + BIRD DESIGN,162,D,Low,1,WINBACK,Reactivate: 20% comeback code
17179,3,180,795.47,265.16,0.02,0.1,161.30,C,70.23,1,22-11-2010 15:52,FELTCRAFT PRINCESS CHARLOTTE DOLL,18,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17180,7,264,1460.95,208.71,0.03,0.1,201.99,C,40.72,1,13-10-2010 16:58,SET/6 RED SPOTTY PAPER CUPS,58,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17181,2,222,225.45,112.73,0.01,0.1,37.07,D,-264.42,1,01-12-2010 12:38,AGED GLASS SILVER T-LIGHT HOLDER,9,D,Low,1,WINBACK,Reactivate: 20% comeback code
17182,2,295,321.30,160.65,0.01,0.1,39.75,D,-244.49,1,13-10-2010 10:09,BLACK/BLUE POLKADOT UMBRELLA,58,D,Low,1,WINBACK,Reactivate: 20% comeback code
17184,2,161,198.41,99.21,0.01,0.1,44.98,D,-222.50,1,19-05-2010 14:24,SET OF 2 TINS VINTAGE BATHROOM ,205,D,Low,1,WINBACK,Reactivate: 20% comeback code
17185,3,6,229.46,76.49,0.50,0.1,1395.88,A,5578.87,0,27-04-2010 12:15,CHILDS GARDEN BRUSH BLUE,227,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17188,6,284,2118.70,353.12,0.02,0.1,272.30,C,241.13,1,19-09-2010 12:05,SWALLOWS GREETING CARD,82,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17189,3,176,573.23,191.08,0.02,0.1,118.88,D,-41.91,1,27-05-2010 20:11,METAL SIGN TAKE IT OR LEAVE IT ,196,D,Low,1,WINBACK,Reactivate: 20% comeback code
17190,5,241,1298.30,259.66,0.02,0.1,196.63,C,83.06,1,01-11-2010 14:22,RED RETROSPOT BUTTER DISH,39,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17191,11,369,2740.92,249.17,0.03,0.1,271.12,C,106.26,1,06-12-2010 14:46,JUMBO BAG PINK VINTAGE PAISLEY,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17193,2,351,610.74,305.37,0.01,0.1,63.51,D,-58.34,1,18-11-2010 16:57,MINI PAINT SET VINTAGE ,22,D,Low,1,WINBACK,Reactivate: 20% comeback code
17198,2,5,521.66,260.83,0.40,0.1,3808.12,A,4686.44,0,09-12-2010 13:34,SET 12 LAVENDER  BOTANICAL T-LIGHTS,1,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17200,4,264,356.71,89.18,0.02,0.1,49.32,D,-274.56,1,17-11-2010 13:04,CORONA MEXICAN TRAY,23,D,Low,1,WINBACK,Reactivate: 20% comeback code
17201,3,143,899.41,299.80,0.02,0.1,229.57,C,189.95,1,04-07-2010 11:40,SET OF 9 HEART SHAPED BALLOONS,159,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17204,5,173,3940.13,788.03,0.03,0.1,831.30,A,1131.37,1,30-11-2010 17:58,SET OF 4 NAPKIN CHARMS CUTLERY,10,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17205,2,148,615.27,307.64,0.01,0.1,151.74,D,110.58,1,19-10-2010 16:11,SKULLS AND CROSSBONES WRAP,52,D,Low,1,WINBACK,Reactivate: 20% comeback code
17209,3,87,611.60,203.87,0.03,0.1,256.59,C,217.62,0.05,28-02-2010 16:01,GREY FLORAL FELTCRAFT SHOULDER BAG,285,C,Medium,0,CROSS_SELL,Add complementary product recommendation
17211,6,356,1729.43,288.24,0.02,0.1,177.32,C,45.54,1,05-12-2010 12:44,RED HANGING HEART T-LIGHT HOLDER,5,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17212,2,28,567.56,283.78,0.07,0.1,739.86,A,806.01,0,07-09-2010 15:46,SET OF 6 GIRLS CELEBRATION CANDLES,94,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17213,7,358,2401.07,343.01,0.02,0.1,244.80,C,181.56,1,08-12-2010 13:03,WOOD S/3 CABINET ANT WHITE FINISH,2,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17218,9,314,2231.96,248.00,0.03,0.1,259.45,C,116.63,1,06-12-2010 15:25,PARTY CONE CHRISTMAS DECORATION ,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17220,7,270,1283.50,183.36,0.03,0.1,173.51,C,-16.99,1,18-10-2010 11:25,CUPCAKE LACE PAPER SET 6,53,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17221,3,15,643.39,214.46,0.20,0.1,1565.58,A,2228.36,0,27-04-2010 10:27,EDWARDIAN PARASOL NATURAL,227,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17222,5,220,1250.86,250.17,0.02,0.1,207.53,C,97.46,1,19-08-2010 13:48,3 HEARTS HANGING DECORATION RUSTIC,113,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17223,2,6,446.74,223.37,0.33,0.1,2717.67,A,3836.68,0,06-12-2010 14:08,HANGING CHICK  YELLOW DECORATION,4,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17226,2,220,506.63,253.32,0.01,0.1,84.05,D,-49.96,1,21-09-2010 10:10,CHOCOLATE CALCULATOR,80,D,Low,1,WINBACK,Reactivate: 20% comeback code
17227,7,324,1082.71,154.67,0.02,0.1,121.97,D,-142.60,1,06-12-2010 11:16,SET OF 20 VINTAGE CHRISTMAS NAPKINS,4,D,Low,1,WINBACK,Reactivate: 20% comeback code
17228,7,269,1271.15,181.59,0.03,0.1,172.48,C,-18.86,1,07-12-2010 10:06,LUNCH BAG WOODLAND,3,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17230,10,167,6286.54,628.65,0.06,0.1,1374.00,A,1357.69,1,25-05-2010 11:07,WHITE HANGING HEART T-LIGHT HOLDER,199,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17231,15,342,4022.72,268.18,0.04,0.1,429.33,B,317.98,1,15-11-2010 15:03,FILIGREE DIAMANTE EARRINGS,25,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17233,2,276,369.98,184.99,0.01,0.1,48.93,D,-195.31,1,17-09-2010 13:20,ORGANISER WOOD ANTIQUE WHITE ,84,D,Low,1,WINBACK,Reactivate: 20% comeback code
17235,7,180,1354.82,193.55,0.04,0.1,274.73,C,188.83,1,02-12-2010 13:38,RED RETROSPOT MINI CASES,8,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17236,6,231,1013.13,168.86,0.03,0.1,160.08,C,-20.39,1,25-10-2010 11:43,ASSORTED COLOUR BIRD ORNAMENT,46,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17237,2,6,687.39,343.70,0.33,0.1,4181.62,A,4018.79,0,29-11-2010 11:51,INFLATABLE POLITICAL GLOBE ,11,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17238,17,367,4038.45,237.56,0.05,0.1,401.64,B,251.30,1,03-12-2010 15:10,HOT WATER BOTTLE BABUSHKA ,7,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17239,3,139,806.95,268.98,0.02,0.1,211.90,C,149.43,1,17-11-2010 15:28,HAND OVER THE CHOCOLATE   SIGN ,23,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17241,12,276,2744.14,228.68,0.04,0.1,362.90,B,251.13,1,19-11-2010 13:01,CHILDS BREAKFAST SET SPACEBOY ,21,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17242,3,228,1754.24,584.75,0.01,0.1,280.83,C,520.72,1,09-09-2010 10:44,LUNCH BAG  BLACK SKULL.,92,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17243,44,368,12213.01,277.57,0.12,0.1,1211.34,A,1200.36,0.99,05-12-2010 10:03,HOT WATER BOTTLE TEA AND SYMPATHY,5,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17244,4,350,871.14,217.79,0.01,0.1,90.85,D,-134.25,1,21-11-2010 13:53,S/4 PINK FLOWER CANDLES IN BOWL,19,D,Low,1,WINBACK,Reactivate: 20% comeback code
17246,2,191,38.92,19.46,0.01,0.1,7.44,D,-377.11,0.99,11-06-2010 12:36,RETRO SPOT LAMP,182,D,Low,1,WINBACK,Reactivate: 20% comeback code
17251,2,342,529.15,264.58,0.01,0.1,56.47,D,-115.08,1,22-11-2010 10:42,RETROSPOT TEA SET CERAMIC 11 PC ,18,D,Low,1,WINBACK,Reactivate: 20% comeback code
17255,2,55,500.72,250.36,0.04,0.1,332.30,B,328.84,0,14-11-2010 14:56,BOX OF 24 COCKTAIL PARASOLS,26,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17256,3,118,258.93,86.31,0.03,0.1,80.09,D,-88.54,1,15-08-2010 13:19,SOMBRERO ,117,D,Low,1,WINBACK,Reactivate: 20% comeback code
17258,2,268,417.30,208.65,0.01,0.1,56.83,D,-154.07,1,08-11-2010 12:37,PARTY INVITES SPACEMAN,32,D,Low,1,WINBACK,Reactivate: 20% comeback code
17259,5,286,1285.97,257.19,0.02,0.1,164.12,C,23.83,1,06-12-2010 12:55,WHITE TISSUE REAM,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17262,7,358,1504.26,214.89,0.02,0.1,153.37,D,-63.81,1,08-12-2010 13:30,PARTY BUNTING,2,D,Low,1,WINBACK,Reactivate: 20% comeback code
17266,2,141,207.09,103.55,0.01,0.1,53.61,D,-187.83,1,28-07-2010 16:39,ENGLISH ROSE GARDEN SECATEURS,135,D,Low,1,WINBACK,Reactivate: 20% comeback code
17268,7,286,970.25,138.61,0.02,0.1,123.83,D,-125.66,1,20-09-2010 12:34,MULTI COLOUR SILVER T-LIGHT HOLDER,81,D,Low,1,WINBACK,Reactivate: 20% comeback code
17270,2,262,604.40,302.20,0.01,0.1,84.20,D,-8.31,1,27-08-2010 14:09,BIRTHDAY BANQUET GIFT WRAP,105,D,Low,1,WINBACK,Reactivate: 20% comeback code
17281,6,299,797.85,132.98,0.02,0.1,97.40,D,-180.77,1,30-11-2010 18:05,SET/5 RED RETROSPOT LID GLASS BOWLS,10,D,Low,1,WINBACK,Reactivate: 20% comeback code
17282,2,92,636.25,318.13,0.02,0.1,252.43,C,244.28,1,09-09-2010 19:23,SET 12 KIDS COLOUR  CHALK STICKS,92,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17284,2,56,1140.58,570.29,0.04,0.1,743.41,A,804.97,0,15-11-2010 17:14,SET OF 6 RIBBONS VINTAGE CHRISTMAS,25,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17285,2,34,428.34,214.17,0.06,0.1,459.84,B,548.63,0,21-03-2010 13:38,MINI CAKE STAND  HANGING STRAWBERY,264,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17287,16,368,3047.85,190.49,0.04,0.1,302.30,B,97.29,1,07-12-2010 12:43,HEART FILIGREE DOVE  SMALL,3,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17288,4,3,1080.25,270.06,1.33,0.1,13143.04,A,15795.66,0,14-11-2010 13:42,CREAM SLICE FLANNEL PINK SPOT ,26,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17289,6,265,1134.98,189.16,0.02,0.1,156.33,D,-34.91,1,28-11-2010 13:40,PINK BLUE FELT CRAFT TRINKET BOX,12,D,Low,1,WINBACK,Reactivate: 20% comeback code
17290,6,344,976.20,162.70,0.02,0.1,103.58,D,-173.53,1,23-11-2010 11:13,DOORMAT UNION FLAG,17,D,Low,1,WINBACK,Reactivate: 20% comeback code
17292,2,107,271.75,135.88,0.02,0.1,92.70,D,-73.15,1,24-08-2010 17:14,DOCTOR'S BAG SOFT TOY,108,D,Low,1,WINBACK,Reactivate: 20% comeback code
17293,8,342,1899.12,237.39,0.02,0.1,202.68,C,26.28,1,10-11-2010 16:31,TRADITIONAL CHRISTMAS RIBBONS,30,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17298,3,267,459.14,153.05,0.01,0.1,62.77,D,-204.13,1,30-11-2010 17:55,STRAWBERRY SHOPPER BAG,10,D,Low,1,WINBACK,Reactivate: 20% comeback code
17299,2,41,346.97,173.49,0.05,0.1,308.89,B,365.14,0,26-09-2010 13:40,SET OF 20 VINTAGE CHRISTMAS NAPKINS,75,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
17300,2,90,393.64,196.82,0.02,0.1,159.64,C,67.14,0.02,14-11-2010 10:56,DOVE DECORATION PAINTED ZINC ,26,C,Medium,0,CROSS_SELL,Add complementary product recommendation
17306,2,10,1151.04,575.52,0.20,0.1,4201.30,A,2782.79,0,11-11-2010 12:44,PACK OF 12 LONDON TISSUES ,29,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17307,11,293,3999.89,363.63,0.04,0.1,498.28,B,481.36,1,09-11-2010 13:40,PINK FAIRY CAKE CHILDRENS APRON,31,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17308,2,59,4511.76,2255.88,0.03,0.1,2791.17,A,3333.41,0.02,11-11-2010 13:19,PLASTERS IN TIN CIRCUS PARADE ,29,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17309,2,291,247.84,123.92,0.01,0.1,31.09,D,-297.54,1,23-11-2010 13:47,LOVE POTION MASALA INCENSE,17,D,Low,1,WINBACK,Reactivate: 20% comeback code
17310,2,147,1025.10,512.55,0.01,0.1,254.53,C,422.16,1,17-11-2010 16:00,PAPER CHAIN KIT 50'S CHRISTMAS ,23,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17311,4,282,2181.71,545.43,0.01,0.1,282.38,C,471.36,1,12-11-2010 12:38,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,28,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17314,9,343,2376.51,264.06,0.03,0.1,252.89,C,110.79,1,11-11-2010 13:52,SILVER LATTICE VANILLA CANDLE POT,29,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17315,5,63,3358.34,671.67,0.08,0.1,1945.70,A,1566.57,0,29-11-2010 15:36,BOTTLE BAG RETROSPOT ,11,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17320,4,318,1695.15,423.79,0.01,0.1,194.57,C,235.75,1,06-12-2010 15:38,FLUTED ANTIQUE CANDLE HOLDER,4,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17321,4,183,1040.32,260.08,0.02,0.1,207.50,C,120.26,1,10-11-2010 12:56,VINTAGE ROSE BEAD BRACELET RASPBERR,30,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17322,5,360,922.59,184.52,0.01,0.1,93.54,D,-172.86,1,28-11-2010 14:41,JUMBO BAG DOLLY GIRL DESIGN,12,D,Low,1,WINBACK,Reactivate: 20% comeback code
17323,5,291,644.52,128.90,0.02,0.1,80.84,D,-206.62,1,28-10-2010 19:59,SET/10 RED POLKADOT PARTY CANDLES,43,D,Low,1,WINBACK,Reactivate: 20% comeback code
17324,9,354,1311.64,145.74,0.03,0.1,135.24,D,-148.46,1,08-12-2010 12:45,SET/20 RED RETROSPOT PAPER NAPKINS ,2,D,Low,1,WINBACK,Reactivate: 20% comeback code
17325,2,230,512.77,256.39,0.01,0.1,81.37,D,-53.58,1,25-10-2010 09:20,CARDHOLDER GINGHAM CHRISTMAS TREE,46,D,Low,1,WINBACK,Reactivate: 20% comeback code
17326,2,121,321.95,160.98,0.02,0.1,97.12,D,-65.88,1,27-10-2010 15:38,SMALL PINK MAGIC CHRISTMAS TREE,44,D,Low,1,WINBACK,Reactivate: 20% comeback code
17327,2,152,152.35,76.18,0.01,0.1,36.58,D,-245.39,1,26-10-2010 09:54,ASSTD DESIGN BUBBLE GUM RING,45,D,Low,1,WINBACK,Reactivate: 20% comeback code
17329,3,5,481.32,160.44,0.60,0.1,3513.64,A,6902.11,0,08-12-2009 16:57,CAMOUFLAGE LED TORCH,367,A,Top,0,VIP_LOYALTY,Early access + exclusive bundle
17330,2,103,59.90,29.95,0.02,0.1,21.23,D,-223.41,1,13-06-2010 12:34,TEA TIME TEAPOT IN GIFT BOX,180,D,Low,1,WINBACK,Reactivate: 20% comeback code
17332,5,128,838.27,167.65,0.04,0.1,239.04,C,179.80,0.99,29-06-2010 16:10,BATH DUCK WATERING CAN,164,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17335,2,300,508.00,254.00,0.01,0.1,61.81,D,-106.34,1,21-11-2010 10:17,FLOWER FAIRY INCENSE BOUQUET,19,D,Low,1,WINBACK,Reactivate: 20% comeback code
17338,9,264,5498.64,610.96,0.03,0.1,760.23,A,952.55,1,29-11-2010 16:13,PINK POT PLANT CANDLE,11,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17339,2,144,119.00,59.50,0.01,0.1,30.16,D,-259.08,1,09-12-2010 14:44,GREY HEART HOT WATER BOTTLE,1,D,Low,1,WINBACK,Reactivate: 20% comeback code
17340,8,297,10051.53,1256.44,0.03,0.1,1235.29,A,2118.14,1,08-12-2010 15:56,PAINT YOUR OWN CANVAS SET,2,A,Top,1,VIP_LOYALTY,Early access + exclusive bundle
17341,3,173,1108.47,369.49,0.02,0.1,233.87,C,247.04,1,08-12-2010 12:46,HOT WATER BOTTLE BABUSHKA ,2,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17342,4,290,1227.54,306.89,0.01,0.1,154.50,D,64.48,1,25-11-2010 11:07,MEMO BOARD RETROSPOT  DESIGN,15,D,Low,1,WINBACK,Reactivate: 20% comeback code
17343,5,359,1066.30,213.26,0.01,0.1,108.41,D,-121.61,1,28-11-2010 10:33,LARGE POPCORN HOLDER ,12,D,Low,1,WINBACK,Reactivate: 20% comeback code
17345,6,362,1066.94,177.82,0.02,0.1,107.58,D,-162.52,1,29-11-2010 11:54,SET/10 BLUE POLKADOT PARTY CANDLES,11,D,Low,1,WINBACK,Reactivate: 20% comeback code
17346,12,227,2646.44,220.54,0.05,0.1,425.53,B,361.37,1,01-12-2010 14:34, SET 2 TEA TOWELS I LOVE LONDON ,9,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17348,4,201,1316.89,329.22,0.02,0.1,239.14,C,206.31,1,28-09-2010 10:49,GLITTER HANGING BUTTERFLY STRING,73,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17349,4,251,741.50,185.38,0.02,0.1,107.83,D,-99.52,1,24-11-2010 15:09,12 MESSAGE CARDS WITH ENVELOPES,16,D,Low,1,WINBACK,Reactivate: 20% comeback code
17350,3,282,619.97,206.66,0.01,0.1,80.24,D,-131.15,1,10-11-2010 16:15,REX CASH+CARRY JUMBO SHOPPER,30,D,Low,1,WINBACK,Reactivate: 20% comeback code
17351,9,301,1401.08,155.68,0.03,0.1,169.90,C,-55.66,1,08-10-2010 15:40,DOORMAT CHRISTMAS VILLAGE,63,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17353,2,132,1502.00,751.00,0.02,0.1,415.33,B,806.80,1,05-08-2010 08:54,LUNCH BAG SPACEBOY DESIGN ,127,B,High,1,HIGH_VALUE_SAVE,Personalized 15% retention voucher
17356,4,133,768.25,192.06,0.03,0.1,210.84,C,121.97,1,03-06-2010 10:25,SET 6 FOOTBALL CELEBRATION CANDLES,190,C,Medium,1,MID_SAVE,Limited 10% coupon + loyalty enrollment
17358,3,276,500.20,166.73,0.01,0.1,66.15,D,-189.89,1,28-11-2010 13:21,CANDLEHOLDER PINK HANGING HEART,12,D,Low,1,WINBACK,Reactivate: 20% comeback code
17360,3,48,645.59,215.20,0.06,0.1,490.92,B,582.77,0,19-11-2010 12:00,PINK PAISLEY SQUARE TISSUE BOX ,21,B,High,0,UPSWING_UPSELL,Bundle offer on premium related item
